# Pathway	PD_10_HC_Abundance	PD_10_PC_Abundance	PD_10_Abundance	PD_11_HC_Abundance	PD_11_PC_Abundance	PD_11_Abundance	PD_12_HC_Abundance	PD_12_PC_Abundance	PD_12_Abundance	PD_13_HC_Abundance	PD_13_PC_Abundance	PD_13_Abundance	PD_14_HC_Abundance	PD_14_PC_Abundance	PD_14_Abundance	PD_15_HC_Abundance	PD_15_PC_Abundance	PD_15_Abundance	PD_16_HC_Abundance	PD_16_PC_Abundance	PD_16_Abundance	PD_17_HC_Abundance	PD_17_PC_Abundance	PD_17_Abundance	PD_18_HC_Abundance	PD_18_PC_Abundance	PD_18_Abundance	PD_19_HC_Abundance	PD_19_PC_Abundance	PD_19_Abundance	PD_1_HC_Abundance	PD_1_PC_Abundance	PD_1_Abundance	PD_20_HC_Abundance	PD_20_PC_Abundance	PD_20_Abundance	PD_21_HC_Abundance	PD_21_PC_Abundance	PD_21_Abundance	PD_22_HC_Abundance	PD_22_PC_Abundance	PD_22_Abundance	PD_23_HC_Abundance	PD_23_PC_Abundance	PD_23_Abundance	PD_24_HC_Abundance	PD_24_PC_Abundance	PD_24_Abundance	PD_25_HC_Abundance	PD_25_PC_Abundance	PD_25_Abundance	PD_26_HC_Abundance	PD_26_PC_Abundance	PD_26_Abundance	PD_27_HC_Abundance	PD_27_PC_Abundance	PD_27_Abundance	PD_28_HC_Abundance	PD_28_PC_Abundance	PD_28_Abundance	PD_29_HC_Abundance	PD_29_PC_Abundance	PD_29_Abundance	PD_2_HC_Abundance	PD_2_PC_Abundance	PD_2_Abundance	PD_30_PC_Abundance	PD_30_Abundance	PD_31_PC_Abundance	PD_31_Abundance	PD_32_PC_Abundance	PD_32_Abundance	PD_33_PC_Abundance	PD_33_Abundance	PD_34_PC_Abundance	PD_34_Abundance	PD_35_PC_Abundance	PD_35_Abundance	PD_36_PC_Abundance	PD_36_Abundance	PD_37_PC_Abundance	PD_37_Abundance	PD_38_PC_Abundance	PD_38_Abundance	PD_39_PC_Abundance	PD_39_Abundance	PD_3_HC_Abundance	PD_3_PC_Abundance	PD_3_Abundance	PD_40_PC_Abundance	PD_40_Abundance	PD_41_PC_Abundance	PD_41_Abundance	PD_42_Abundance	PD_43_Abundance	PD_44_Abundance	PD_45_Abundance	PD_46_Abundance	PD_47_Abundance	PD_48_Abundance	PD_4_HC_Abundance	PD_4_PC_Abundance	PD_4_Abundance	PD_5_HC_Abundance	PD_5_PC_Abundance	PD_5_Abundance	PD_6_HC_Abundance	PD_6_PC_Abundance	PD_6_Abundance	PD_7_HC_Abundance	PD_7_PC_Abundance	PD_7_Abundance	PD_8_HC_Abundance	PD_8_PC_Abundance	PD_8_Abundance	PD_9_HC_Abundance	PD_9_PC_Abundance	PD_9_Abundance
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_finegoldii	0	8.68392e-05	0	0.00121197	0.000457159	0	0.000157626	0.000104371	0	0	0	0.000137869	0.00178702	0	8.07849e-05	0.00118803	0	0	9.55441e-05	0	0.000768851	0.000163578	0	0.00236768	4.40904e-05	0.000346852	6.66545e-05	2.00983e-05	0	0.000210298	0	7.27616e-06	0.000104176	6.61194e-05	0.000361731	0	3.70192e-05	4.46969e-05	0	0.000283487	0.000165755	0.000515193	0	0	0.000117414	0	0	0.000232532	0	0	0	0	0.000305621	0	6.90466e-05	0	0.000684234	0.000313661	8.91941e-05	0.000695006	0	0	0	0	0	0.000518302	0	6.65866e-05	0.000140895	5.72759e-05	0.00222554	4.76814e-05	0	0	0	0	0	3.73032e-05	1.62727e-05	0	0	0.00072176	0	0	0	0.000183445	0	0	7.54002e-05	7.48979e-05	0.000435606	7.6354e-05	0	0	0	0.000174644	2.02453e-05	0	6.05876e-05	6.97827e-05	0	0	0.000374036	0	6.15354e-05	0	0.00013211	0	4.61719e-05	2.67729e-05	6.58833e-05	0.000100233	0.000123709	0	0.000642894	0	2.8722e-05	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_indistinctus	2.78921e-05	1.89902e-05	0	0	0	0	0.000143156	0	0	0	0	0	0	0	0	3.90512e-05	0	0	5.366e-05	0	4.62966e-05	3.21249e-05	2.2908e-05	3.52746e-05	0	1.49689e-05	9.09581e-05	5.06823e-05	0	2.43685e-05	0	1.46285e-05	0.000640477	0	0	0	0	0	0	0	2.48596e-05	0	0.000120814	0	0.000214789	0	3.45821e-05	0.000116717	0	0	0	0.000942206	0.000660632	7.86188e-05	2.21447e-05	2.48203e-05	0.000318643	0	0	0	0	0	0	0	0	0	0	3.17094e-05	0	4.78768e-05	0	0	1.11452e-05	0	0	0	0	0.000172168	0	0	0	0	0	0	0	0	6.87887e-05	0	0.000158968	0	0	0	0	1.50464e-05	0	0	0	0	0	0.000103444	0	4.53467e-05	0	0	1.41541e-05	7.72902e-05	0	2.85387e-05	0	0.000101995	0.000123295	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	0	0.000565062	0.000131356	0	0.000506433	0	0.00121006	0.000319202	0	0.000113199	0.000292697	0	0	0.000763317	4.55038e-05	0	0	0.00233444	0	0.000649467	4.32025e-05	0	0	0.00400484	0.000283306	3.57989e-05	0.00152695	0.000568351	0.0001226	0.000155823	0.000777543	0.000208373	0	3.0169e-05	0.000163762	0	0.00122084	0.000130888	0.0015443	0.00204793	0	0.00167528	0.000474949	0	0.000135835	0	0	0.000304852	0.000111251	0.000468925	0.00131248	0.000756831	0.00103535	0.000133475	0.000175709	0.000686823	0.00296058	0.00173165	0.000120977	0.000568453	0	0.000761296	0	0.000197647	0.00012204	0	0.000275171	0.00126491	0.000117757	0.000742092	0.000644948	0.000720308	0	0.00180066	0	0	0.000170203	7.08329e-05	0.000147882	0	0	0.000982437	0.000208812	0.00123877	0	0.000180937	0.000168845	0.000128699	0.000291001	0	0.00101474	8.4988e-05	2.59853e-05	0.000170267	0.000460304	0.000179827	0	0.000901327	0.000130619	0.00197179	0.000336692	0.000550699	0.00388958	0.00134556	0.000793339	0.00149568	0.000162084	0.00019593	0.000391395	0.00072291	7.04191e-05	0.00011659	0.000231487	0.00172589	0	0.00094345	5.47802e-05	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_putredinis	2.09405e-05	0.000813933	0	0.00208956	0.000777211	0	0.00127023	0.000259597	0.00238059	0.000957586	0.00178953	0.000472776	0	0.00259388	0.000436588	0	0	0	0.00121011	2.96851e-05	0.000588209	0.000881096	0.000538776	0.000857659	0.00152972	0.000491215	0.00150723	0.00104559	0.000698055	0.000589034	0.000635089	0.00212982	0	0.00131512	0.000640772	0	0.000831049	0.00162642	0.000881262	0.000979127	0.00105674	0.00145795	0	0	0.000674838	0.000661301	0	0.000272298	0.00100212	0.000543314	0.00128104	0.000265869	0.00174313	0.000346568	0.00109207	0.000253247	0.00192101	0.000955497	0.000644649	0.000585765	0.000127224	0.00111768	0	0.000677912	0.00145985	0.000451933	0.000715368	0.00152475	0	0.000279497	0.00156108	1.42778e-05	0.00057167	0	0	0	0	0.000128271	0.000838804	0.00303139	0	0.000643159	0.000191694	0.000695857	0	0.000626989	0.000386029	0.000864006	0.000117011	0.000650024	0.00135491	0.000268334	0	0.000461955	0.000428179	0.000380664	0.00111855	0.00130645	0.0002088	0.000743584	0.000469939	0.00118257	0.000472365	0.00115127	0.00126986	0.00053297	0.00102857	3.80973e-05	0.000352559	0.000375659	0.000740466	0.000538084	0.00173277	0	0.00198412	0.00138132	0.000706544	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_senegalensis	0	0	0	0	0	0	0	4.07411e-05	0	3.26673e-05	0.000550572	0	0	0	0	0	0	0	0	0	4.44293e-05	6.07178e-05	0.00028245	0	2.5295e-05	0	7.00397e-05	0	0	3.55832e-05	0	0	0.000195986	1.66955e-05	0	0	0	0	0	2.36327e-05	0	0	6.99114e-05	0	0	0	0.000105808	0	0	0	0	0	0	0	0.000115785	0.00012364	0.00028304	0	0	0	0	0	0	0	0	0	0	4.64677e-05	0	0	0.000215783	0	0	0	1.93375e-05	0	0	0	0	0	0	0	0	0.000115709	0	0	0	0	1.50699e-05	1.63629e-05	4.92416e-05	4.97026e-05	0	0	0	0	0	0	0	6.95525e-05	5.42954e-05	0.000239022	0	0	0	3.9448e-05	0	6.59632e-05	0	4.42174e-05	0.000100688	0	0	0	0	0	0.000507836	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_shahii	0	9.41263e-05	0	0	0.000168441	0	0	9.98901e-05	0	0	0.000276698	0	0	6.67297e-05	5.73055e-05	0	0	0	0.000475713	0.000157919	0	0.000291378	0.000487374	0.000218213	0.000390737	0.000493349	0.000550968	0	8.96334e-05	0.000309532	0.00054801	0.00023174	0.000260424	9.95583e-05	0.000254593	0.00167385	0.00116324	7.02918e-05	0.00103528	0.000313287	6.44329e-05	0	0	0.000369508	0.000158635	0.000731455	0	0.000138351	0.000299005	0	0.00044627	7.8367e-05	0.000160075	0	0.000308703	0	0	0	8.85734e-05	0	2.01103e-05	0.000139522	0	0.00105492	0	0.00020489	0.000269276	0.000111824	6.76021e-05	3.54124e-05	0.00100788	0	4.63066e-05	9.50446e-05	0	0	0	0.000103042	9.28298e-05	0	0	0	0	0.000144835	0	0.000674571	0	0	0.00051079	0.000164142	0.000454948	4.89184e-05	0	0.000900368	0	1.8543e-05	3.82825e-05	3.76299e-05	6.55598e-05	0.000442986	0.000186201	0.000211055	0.00012171	0	0.0003088	0	0.000205116	0.000136555	0.000249149	0.000244932	0.000314379	4.98545e-05	0.000130973	0	0.000182015	0	0.000347488	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_sp_HGB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148851	0	0	0	0	0.000403196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133561	0	0	0	7.47319e-05	0	0	0	0	0	0	0	0	0	0	0.00138912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_sp_JC136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69917e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerofustis.s__Anaerofustis_stercorihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50806e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02606e-05	0	0	0	3.05331e-05	9.88365e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15754e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0.000128209	0	3.71613e-05	0	8.32759e-05	0	3.24355e-05	0	0	4.71824e-05	0	0	0.000216075	0	0.000115533	0	0	8.44163e-05	0	0	3.24267e-05	5.45501e-05	0	0	5.54304e-05	5.45552e-05	6.0659e-05	0	0	0	0	0	0	5.31812e-05	0	0.000101268	0	0	0	0.00018728	0	0	4.76736e-05	0	0	0	0	0.000120635	0	0.000114064	0	0	0	0.000111327	0	0	1.79494e-05	0	0	0	0	8.66457e-05	5.80295e-05	0.000453489	0	2.81187e-05	9.30452e-05	0	1.60029e-05	0	0.000125527	0	0.000163689	0	0.000596397	0.000587879	4.1549e-05	0	0	0.000347757	0.000386439	0.000244763	0	0	0	0	3.41279e-05	6.25438e-05	0	0.000126887	0.0012883	4.66457e-05	0.000160844	0.000831752	0	0.000391099	0	0	1.65663e-05	8.87091e-05	0	0	9.54946e-05	0	0	3.90931e-05	3.78258e-05	0	0	0	0	0	0	0	2.62991e-05	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_sp_3_2_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52127e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66251e-05	0	0	0	0	0	0	0	0	0	3.22087e-05	0	0	0	0	4.12466e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16644e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0.000608466	0.0002349	0.000568034	0.000840855	0	0	0.000202748	0.000309461	0.000254463	0.000349778	0.000207151	0	0	5.8185e-05	0.000530221	0	0	0	0.000193258	0.000652038	0.000281787	0.0001347	3.02968e-05	0.000475459	0.000174496	0	0.000376001	0.000292819	0	0.000874404	0	2.5989e-05	8.91331e-05	0	0.000156117	0	0.000176816	0.000218542	6.2036e-05	0	6.50565e-05	0	0.000183731	0.000119185	0.000594067	0.000334421	0.000397281	0.00174817	0.000259613	0	0	0	0	0	0.000151437	8.71015e-05	0	5.50458e-05	0.000280035	0.000103068	0	0	0	0.0003117	0	0.000411445	0.0008857	6.69498e-05	0.00190941	0.000193268	0.000253969	0.000767138	0	0.000963102	0	0.000519997	2.88547e-05	5.94845e-05	9.64322e-05	0.00168425	0.000247446	0	0.00124685	0.000359633	0	0.000383691	0.000169041	0.00201053	0.0016732	0.000288928	6.63813e-05	0.000137078	0	0.000143064	0.000396715	9.00493e-05	0.000313371	0	0.000245941	7.16064e-05	0.000371831	0	0.000115432	0.000320327	0.000576112	0.000669173	0.00011243	0.000112719	0	0.000109774	0	0.000173355	0.000457805	0	0	0.000243123	6.99923e-05	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0.000876118	0.000267088	0	0.000358098	0.00359089	0.000410797	0	0.00124542	0.000114893	0.000586894	0	0	0	0.000598537	0	0.000462137	0.000596295	0.000226592	0	0	4.2048e-05	4.84929e-05	0.0019484	0	0	0	0.000113373	0.000186092	0.000893221	0.00127453	0.000840949	0	0.00254045	0.000858831	0	0.00122005	0	0.000216454	0.000129799	0.000249118	0	0.000136774	0.000187318	0	0.000263299	5.6249e-05	0	0.000621093	0.0016378	0.000440552	0	0	0.0005047	0	0	0.00173691	0	0.000482888	0.000143966	0.000743768	0.00444687	0.000271439	0.000607048	5.6961e-05	0.00109846	0.000814939	0	0	0	0	0	0	0.000195425	0.000175369	0.00025022	0	0.000887305	0.00131794	0	0.00192859	2.06503e-05	0	0	9.0526e-05	0.000438696	0	0	0	1.77951e-05	0	0.000353662	0.000148467	0.001365	0.000199965	0	0.0011883	0.000133245	0	0.000136624	0.00119845	0	0.000265246	0.000327079	8.16212e-05	0.000150565	0	0	0.000488744	0	0.000193032	0.000409656	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_clarus	0	0	0	0	0	0	0	0.0011565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34916e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7717e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.98219e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18749e-05	0.00202153	0	0.000206358	0	0.000294073	0	0	0.000144241	0	0	0.000163925	6.14111e-05	0	0	0	0	2.10286e-05	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_coprocola	0	0	0.00738211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000652716	0	0	0	0	0.00125579	0	0	0	0	0	0.00115225	0	0	0	0.00112293	0	4.45379e-05	0	0.00139469	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188205	0.000843521	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77432e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61619e-05	0	0.00015109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei	0	0.000283067	0.000139109	0.00182243	0	0.0115445	3.58953e-05	4.16041e-05	0	0	0.0013458	0	0	0.000332998	3.49543e-05	0.00179449	0.00165533	0.00449761	0.00373648	0.000304493	0.000184026	0.000696093	1.37428e-05	0	0	0.00206967	0	8.65234e-05	0.00402108	0.00146529	0	0.00290736	0	0.00137073	0.000108296	0	0.000753122	0.000422228	0.0028063	0.000233179	0.00036744	0	0.00505084	0.00429239	0.000254291	0.000162164	5.18688e-05	0	0.00368401	0.000748965	0.00315469	0.00360614	0.0016551	0.00214673	0.00011128	0.00100898	0	0	0.00206945	0.00624639	0	0	0	0.00302557	0.000427973	0.000725112	0.00388802	0	0	0.000336823	0	0.000519823	0.00145994	0.00550568	0	0.000388004	0	2.60931e-05	0	5.22284e-05	0	0	0	0.00183885	0	0	0	0	0.000202991	0.000610443	0.0004039	5.9386e-05	0	0	0	0.000172427	0	0	0.000784702	0.000302897	0.000826123	0.000105889	0.00146653	0.00121324	0.0013067	0.00389668	0	0.000131235	0.00146021	0	0.000555741	0	0	0.000167201	0	0.00453887	0.000303514	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_eggerthii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00459438	0	0	0	0.000254864	0	0	0.00463259	0	0	0	0.000387462	0	0.00116541	0	0.00138662	0	0	0	0	0	0	0	0	0	0	0	0.00332849	0.000139781	0.00065402	0.00216442	3.64189e-05	0.00413211	0	0.00110296	0	0	0	0	0.00112	0	0	0	0	0	0	0	0	0.00383326	0	0	0	0	0	0	0	0	0.0134333	0	0	0	0	0	0	0	0.00158682	0	0	0	0.000604214	0	0.0181009	7.92679e-05	0	0	0	0	0	0	0	0	0	0	0	0.00273302	0	0	0	0.000513604	0	0	0.000622585	0.00129652	0	0.000119013	2.51e-05	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547235	0	0.000111309	0	0.00166443	0	0	0	3.77606e-05	0	0	0	0	0	0.000450341	0	0	0	0	0	0	0	0	0.000235143	0.000180829	0.000493865	0	0	0	0	0	0.000115559	0	0	0	0	0	0	0	6.18489e-05	0	0	0	0	0	0	0	0	0	0	9.89034e-05	0.000395703	7.01092e-05	0	0	0	0	0	0.00111338	0.000205978	0	0	0	0.000109036	0	0	0	0.000134159	0	0	0	0	0	3.70379e-05	0	0	0	0	0	0	0	0	0	0	0.000113636	0	0	0	0	0	0.0015024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_finegoldii	0	0.000708669	0	0	0	0	0	0.000100978	0	0.000311099	0	0	0	0.000183491	0	0	0	0	0	5.76387e-05	0	3.92101e-05	0	0.000195094	0	0	0	0.000763247	0	0	0	0.000409107	0	0	0	0	0	0	0	0	0.000385928	0	0	0.00136762	0	2.70118e-05	0.000235784	0	0.000141067	0	5.9101e-05	0	0	0	0	0.00031874	0	0	0.000395279	0	1.98794e-05	0	0	0	0	0	9.30573e-05	0	0	0	0.000116224	5.68988e-05	0.000166853	0.00030003	3.88002e-05	0	0	0	0	0.00125252	0.000172165	0	0	0	0	0	0	0	0	0	0.000158785	0	0	0	0.00020565	8.21503e-05	0	0	0.000866658	0	0	0	0	0	0.00033346	0	0	9.14735e-05	0	1.77112e-05	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0.00466737	0	0.000402047	0	0	0	5.03412e-05	0	0	0	0	0.000101616	0.00221017	0	6.91566e-05	0	0	0.00070651	0	0	0	0	0	0	5.40426e-05	0	0	0	0.00066117	0	0	0	0	0	0	0	0.00011078	0	0	0	0	0	0	0	0	0	0	0	8.20271e-05	0	8.28908e-05	0.00205809	0	0.000542401	0	0	0	9.8998e-05	0.000340195	0.00114116	0	0.000259604	0.00168343	0	0.000303159	0	0.000127251	0	0	0	0	0	0.000321285	0	0	0	0	0	8.21332e-05	0	0	5.81969e-05	0.000189237	0	0	0	0	0	0	0	0.000298596	0	0	0	0.00127178	4.43795e-05	0	1.57631e-05	0	5.04517e-05	0.000445224	0.000285636	0.000542894	0	0	0	0.000110838	0	0.000293067	0	0	0	0	0	0	0.000133976	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0.00173583	0	0	0	0	0	0	0	0	0.000725832	0.00720145	0	0.000128747	0	0	0	0	0.000204479	0	0	0.000113581	9.30616e-05	0	0	0	0.000115419	0	0	0	0	0.000187891	0	0	0	0	0	0	0	3.64357e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.65309e-05	0	0	0	0	0	0.00242539	0	0	0	0	0.00183685	0	0	0	0	0	0	0	0	0	3.79043e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.79239e-06	0	0	0	0.000365494	6.28713e-05	0.000334271	0	0	0	0.000119806	0	0	0.000281518	0	0	0	0	5.27647e-05	0	0	0	0	0	0	0	0	0.000464937	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_massiliensis	0	0.00107631	0	0	0	0	0	0.000436688	0	0	0.000510198	0	0	0	0	0.000722673	0	0	0.000360752	0.000489375	0.000529742	0.000561565	0	8.60596e-05	0.000363177	0.0016252	0.000259473	0	0	0	0.000912094	0.000749243	0	0	0.00157204	0	0	0	0	0	0.000157731	0	0	0.00137422	4.49033e-05	0	0	0	0	0	0	0	0.00212133	0	0.000320385	0	0	0	0	0	5.3364e-05	0	0	0	0	0	0	0	0	0	0	0.000101144	0	0	2.17236e-05	0	0	0	0	0.000432639	0.000907858	0	0	0	0	0	0.000556087	0	5.12432e-05	0.000752758	0	0	0	0	0	0	0	0	0.000989651	0	0	0	0	0	0	0	0.000140571	0	0	0	1.40366e-05	0	0.000920362	0	0.00151902	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	4.61637e-05	0	0.000231603	7.56149e-05	0	7.77984e-05	0	4.56095e-05	0	0	0	0	0	0	4.96514e-05	0	0	0	0	0.000468688	0	0	0	0	0	3.85984e-05	0	0.000124335	0	0.000338224	0	0	0	0.000226354	3.40548e-05	0	0	0.000277644	0	0.000181054	0.000133623	0	0	3.69627e-05	0	9.14934e-05	0	0.000148627	0	0	0	0	0	0	0	0.000666885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332223	0	0	0	0.000180508	0.000154557	0	0	0	0	0	0.000120467	0	0	0	0	0	0.00013392	0	0	2.63889e-05	0	0.000120621	0	0.000141071	0.000177842	0.000287306	0	0	0	0	0	1.40194e-05	0	0	0	0.000103223	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_oleiciplenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000745752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
